product_id,warehouse_location,current_inventory_counts
SKU-1284,Distributor Depot Beta,117.8
SKU-1285,Manufacturer Warehouse Alpha,192.4
SKU-1285,Distributor Depot Beta,86.1
SKU-1286,Manufacturer Warehouse Alpha,184.6
SKU-1286,Distributor Depot Beta,37.6
SKU-1287,Manufacturer Warehouse Alpha,159.5
SKU-1287,Distributor Depot Beta,77.1
SKU-1288,Manufacturer Warehouse Alpha,141.9
SKU-1288,Distributor Depot Beta,64.0
SKU-1289,Manufacturer Warehouse Alpha,112.6
SKU-1289,Distributor Depot Beta,38.3
SKU-1290,Manufacturer Warehouse Alpha,195.6
SKU-1290,Distributor Depot Beta,46.8
SKU-1291,Manufacturer Warehouse Alpha,131.3
SKU-1291,Distributor Depot Beta,106.1
SKU-1292,Manufacturer Warehouse Alpha,137.2
SKU-1292,Distributor Depot Beta,69.4
SKU-1293,Manufacturer Warehouse Alpha,179.4
SKU-1293,Distributor Depot Beta,22.2
SKU-1294,Manufacturer Warehouse Alpha,184.8
SKU-1294,Distributor Depot Beta,97.2
SKU-1295,Manufacturer Warehouse Alpha,186.4
SKU-1295,Distributor Depot Beta,106.2
SKU-1296,Manufacturer Warehouse Alpha,134.7
SKU-1296,Distributor Depot Beta,92.7
SKU-1297,Manufacturer Warehouse Alpha,133.6
SKU-1297,Distributor Depot Beta,36.7
SKU-1298,Manufacturer Warehouse Alpha,97.6
SKU-1298,Distributor Depot Beta,109.1
SKU-1299,Manufacturer Warehouse Alpha,164.8
SKU-1299,Distributor Depot Beta,29.0
SKU-1300,Manufacturer Warehouse Alpha,95.5
SKU-1300,Distributor Depot Beta,75.8
SKU-1301,Manufacturer Warehouse Alpha,184.1
SKU-1301,Distributor Depot Beta,44.1
SKU-1302,Manufacturer Warehouse Alpha,166.9
SKU-1302,Distributor Depot Beta,85.3
SKU-1303,Manufacturer Warehouse Alpha,53.9
SKU-1303,Distributor Depot Beta,60.6
SKU-1304,Manufacturer Warehouse Alpha,140.8
SKU-1304,Distributor Depot Beta,42.1
SKU-1305,Manufacturer Warehouse Alpha,84.8
SKU-1305,Distributor Depot Beta,32.3
SKU-1306,Manufacturer Warehouse Alpha,61.9
SKU-1306,Distributor Depot Beta,8.4
SKU-1307,Manufacturer Warehouse Alpha,176.9
SKU-1307,Distributor Depot Beta,22.8
SKU-1308,Manufacturer Warehouse Alpha,106.1
SKU-1308,Distributor Depot Beta,17.3
SKU-1309,Manufacturer Warehouse Alpha,70.6
SKU-1309,Distributor Depot Beta,89.1
SKU-1310,Manufacturer Warehouse Alpha,111.3
SKU-1310,Distributor Depot Beta,117.0
SKU-1311,Manufacturer Warehouse Alpha,192.5
SKU-1311,Distributor Depot Beta,109.7
SKU-1312,Manufacturer Warehouse Alpha,198.2
SKU-1312,Distributor Depot Beta,82.6
SKU-1313,Manufacturer Warehouse Alpha,189.1
SKU-1313,Distributor Depot Beta,26.7
SKU-1314,Manufacturer Warehouse Alpha,123.5
SKU-1314,Distributor Depot Beta,26.7
SKU-1315,Manufacturer Warehouse Alpha,183.1
SKU-1315,Distributor Depot Beta,15.1
SKU-1316,Manufacturer Warehouse Alpha,56.3
SKU-1316,Distributor Depot Beta,70.6
SKU-1317,Manufacturer Warehouse Alpha,158.0
SKU-1317,Distributor Depot Beta,20.3
SKU-1318,Manufacturer Warehouse Alpha,161.4
SKU-1318,Distributor Depot Beta,56.7
SKU-1319,Manufacturer Warehouse Alpha,146.2
SKU-1319,Distributor Depot Beta,68.8
SKU-1320,Manufacturer Warehouse Alpha,128.1
SKU-1320,Distributor Depot Beta,16.4
SKU-1321,Manufacturer Warehouse Alpha,181.7
SKU-1321,Distributor Depot Beta,100.7
SKU-1322,Manufacturer Warehouse Alpha,109.3
SKU-1322,Distributor Depot Beta,32.9
SKU-1323,Manufacturer Warehouse Alpha,108.1
SKU-1323,Distributor Depot Beta,77.2
SKU-1324,Manufacturer Warehouse Alpha,78.5
SKU-1324,Distributor Depot Beta,15.0
SKU-1325,Manufacturer Warehouse Alpha,95.7
SKU-1325,Distributor Depot Beta,16.5
SKU-1326,Manufacturer Warehouse Alpha,113.4
SKU-1326,Distributor Depot Beta,75.1
SKU-1327,Manufacturer Warehouse Alpha,153.5
SKU-1327,Distributor Depot Beta,98.5
SKU-1328,Manufacturer Warehouse Alpha,146.9
SKU-1328,Distributor Depot Beta,108.9
SKU-1329,Manufacturer Warehouse Alpha,67.0
SKU-1329,Distributor Depot Beta,76.0
SKU-1330,Manufacturer Warehouse Alpha,154.4
SKU-1330,Distributor Depot Beta,95.7
SKU-1331,Manufacturer Warehouse Alpha,98.5
SKU-1331,Distributor Depot Beta,87.2
SKU-1332,Manufacturer Warehouse Alpha,138.5
SKU-1332,Distributor Depot Beta,74.0
SKU-1333,Manufacturer Warehouse Alpha,182.4
SKU-1333,Distributor Depot Beta,90.0
SKU-1334,Manufacturer Warehouse Alpha,153.8
SKU-1334,Distributor Depot Beta,69.2
SKU-1335,Manufacturer Warehouse Alpha,157.8
SKU-1335,Distributor Depot Beta,83.6
SKU-1336,Manufacturer Warehouse Alpha,155.9
SKU-1336,Distributor Depot Beta,48.4
SKU-1337,Manufacturer Warehouse Alpha,128.6
SKU-1337,Distributor Depot Beta,23.2
SKU-1338,Manufacturer Warehouse Alpha,196.3
SKU-1338,Distributor Depot Beta,76.6
SKU-1339,Manufacturer Warehouse Alpha,106.8
SKU-1339,Distributor Depot Beta,6.1
SKU-1340,Manufacturer Warehouse Alpha,75.6
SKU-1340,Distributor Depot Beta,19.1
SKU-1341,Manufacturer Warehouse Alpha,148.9
SKU-1341,Distributor Depot Beta,86.5
SKU-1342,Manufacturer Warehouse Alpha,71.7
SKU-1342,Distributor Depot Beta,33.5
SKU-1343,Manufacturer Warehouse Alpha,96.2
SKU-1343,Distributor Depot Beta,67.9
SKU-1344,Manufacturer Warehouse Alpha,116.9
SKU-1344,Distributor Depot Beta,39.7
SKU-1345,Manufacturer Warehouse Alpha,184.8
SKU-1345,Distributor Depot Beta,80.1
SKU-1346,Manufacturer Warehouse Alpha,164.8
SKU-1346,Distributor Depot Beta,98.3
SKU-1347,Manufacturer Warehouse Alpha,178.3
SKU-1347,Distributor Depot Beta,69.8
SKU-1348,Manufacturer Warehouse Alpha,141.2
SKU-1348,Distributor Depot Beta,10.9
SKU-1349,Manufacturer Warehouse Alpha,138.3
SKU-1349,Distributor Depot Beta,16.3
SKU-1350,Manufacturer Warehouse Alpha,116.3
SKU-1350,Distributor Depot Beta,59.8
SKU-1351,Manufacturer Warehouse Alpha,86.7
SKU-1351,Distributor Depot Beta,44.3
SKU-1352,Manufacturer Warehouse Alpha,144.3
SKU-1352,Distributor Depot Beta,82.0
SKU-1353,Manufacturer Warehouse Alpha,72.2
SKU-1353,Distributor Depot Beta,47.8
SKU-1354,Manufacturer Warehouse Alpha,71.8
SKU-1354,Distributor Depot Beta,106.7
SKU-1355,Manufacturer Warehouse Alpha,175.7
SKU-1355,Distributor Depot Beta,13.3
SKU-1356,Manufacturer Warehouse Alpha,63.2
SKU-1356,Distributor Depot Beta,96.7
SKU-1357,Manufacturer Warehouse Alpha,76.7
SKU-1357,Distributor Depot Beta,44.7
SKU-1358,Manufacturer Warehouse Alpha,149.1
SKU-1358,Distributor Depot Beta,59.6
SKU-1359,Manufacturer Warehouse Alpha,168.1
SKU-1359,Distributor Depot Beta,118.7
SKU-1360,Manufacturer Warehouse Alpha,162.4
SKU-1360,Distributor Depot Beta,28.3
SKU-1361,Manufacturer Warehouse Alpha,64.0
SKU-1361,Distributor Depot Beta,13.1
SKU-1362,Manufacturer Warehouse Alpha,184.6
SKU-1362,Distributor Depot Beta,110.3
SKU-1363,Manufacturer Warehouse Alpha,176.5
SKU-1363,Distributor Depot Beta,91.7
SKU-1364,Manufacturer Warehouse Alpha,70.2
SKU-1364,Distributor Depot Beta,72.3
SKU-1365,Manufacturer Warehouse Alpha,99.4
SKU-1365,Distributor Depot Beta,18.1
SKU-1366,Manufacturer Warehouse Alpha,154.4
SKU-1366,Distributor Depot Beta,33.8
SKU-1367,Manufacturer Warehouse Alpha,135.7
SKU-1367,Distributor Depot Beta,56.4
SKU-1368,Manufacturer Warehouse Alpha,63.2
SKU-1368,Distributor Depot Beta,64.1
SKU-1369,Manufacturer Warehouse Alpha,190.1
SKU-1369,Distributor Depot Beta,44.8
SKU-1370,Manufacturer Warehouse Alpha,141.3
SKU-1370,Distributor Depot Beta,11.5
SKU-1371,Manufacturer Warehouse Alpha,136.3
SKU-1371,Distributor Depot Beta,48.0
SKU-1372,Manufacturer Warehouse Alpha,69.5
SKU-1372,Distributor Depot Beta,54.8
SKU-1373,Manufacturer Warehouse Alpha,159.4
SKU-1373,Distributor Depot Beta,17.3
SKU-1374,Manufacturer Warehouse Alpha,77.0
SKU-1374,Distributor Depot Beta,42.2
SKU-1375,Manufacturer Warehouse Alpha,93.6
SKU-1375,Distributor Depot Beta,80.1
SKU-1376,Manufacturer Warehouse Alpha,53.6
SKU-1376,Distributor Depot Beta,69.2
SKU-1377,Manufacturer Warehouse Alpha,160.6
SKU-1377,Distributor Depot Beta,112.0
SKU-1378,Manufacturer Warehouse Alpha,199.8
SKU-1378,Distributor Depot Beta,6.1
SKU-1379,Manufacturer Warehouse Alpha,102.4
SKU-1379,Distributor Depot Beta,41.2
SKU-1380,Manufacturer Warehouse Alpha,146.1
SKU-1380,Distributor Depot Beta,44.5
SKU-1381,Manufacturer Warehouse Alpha,168.5
SKU-1381,Distributor Depot Beta,12.5
SKU-1382,Manufacturer Warehouse Alpha,132.5
SKU-1382,Distributor Depot Beta,84.6
SKU-1383,Manufacturer Warehouse Alpha,100.0
SKU-1383,Distributor Depot Beta,23.1
SKU-1384,Manufacturer Warehouse Alpha,142.4
SKU-1384,Distributor Depot Beta,113.3
SKU-1385,Manufacturer Warehouse Alpha,79.1
SKU-1385,Distributor Depot Beta,28.1
SKU-1386,Manufacturer Warehouse Alpha,121.9
SKU-1386,Distributor Depot Beta,24.9
SKU-1387,Manufacturer Warehouse Alpha,146.8
SKU-1387,Distributor Depot Beta,8.9
SKU-1388,Manufacturer Warehouse Alpha,119.1
SKU-1388,Distributor Depot Beta,74.0
SKU-1389,Manufacturer Warehouse Alpha,119.4
SKU-1389,Distributor Depot Beta,28.2
SKU-1390,Manufacturer Warehouse Alpha,58.4
SKU-1390,Distributor Depot Beta,45.4
SKU-1391,Manufacturer Warehouse Alpha,158.7
SKU-1391,Distributor Depot Beta,18.9
SKU-1392,Manufacturer Warehouse Alpha,52.8
SKU-1392,Distributor Depot Beta,63.9
SKU-1393,Manufacturer Warehouse Alpha,169.9
SKU-1393,Distributor Depot Beta,6.7
SKU-1394,Manufacturer Warehouse Alpha,72.4
SKU-1394,Distributor Depot Beta,93.6
SKU-1395,Manufacturer Warehouse Alpha,106.3
SKU-1395,Distributor Depot Beta,71.4
SKU-1396,Manufacturer Warehouse Alpha,135.6
SKU-1396,Distributor Depot Beta,9.7
SKU-1397,Manufacturer Warehouse Alpha,67.5
SKU-1397,Distributor Depot Beta,22.6
SKU-1398,Manufacturer Warehouse Alpha,97.2
SKU-1398,Distributor Depot Beta,90.9
SKU-1399,Manufacturer Warehouse Alpha,63.0
SKU-1399,Distributor Depot Beta,94.9
SKU-1400,Manufacturer Warehouse Alpha,174.4
SKU-1400,Distributor Depot Beta,10.4
SKU-1401,Manufacturer Warehouse Alpha,95.3
SKU-1401,Distributor Depot Beta,95.0
SKU-1402,Manufacturer Warehouse Alpha,55.6
SKU-1402,Distributor Depot Beta,116.5
SKU-1403,Manufacturer Warehouse Alpha,116.6
SKU-1403,Distributor Depot Beta,112.0
SKU-1404,Manufacturer Warehouse Alpha,185.7
SKU-1404,Distributor Depot Beta,87.6
SKU-1405,Manufacturer Warehouse Alpha,188.5
SKU-1405,Distributor Depot Beta,72.9
SKU-1406,Manufacturer Warehouse Alpha,96.6
SKU-1406,Distributor Depot Beta,8.6
SKU-1407,Manufacturer Warehouse Alpha,180.8
SKU-1407,Distributor Depot Beta,63.5
SKU-1408,Manufacturer Warehouse Alpha,69.9
SKU-1408,Distributor Depot Beta,32.8
SKU-1409,Manufacturer Warehouse Alpha,108.1
SKU-1409,Distributor Depot Beta,36.6
SKU-1410,Manufacturer Warehouse Alpha,96.6
SKU-1410,Distributor Depot Beta,107.5
SKU-1411,Manufacturer Warehouse Alpha,139.1
SKU-1411,Distributor Depot Beta,93.3
SKU-1412,Manufacturer Warehouse Alpha,183.4
SKU-1412,Distributor Depot Beta,100.8
SKU-1413,Manufacturer Warehouse Alpha,148.8
SKU-1413,Distributor Depot Beta,5.6
SKU-1414,Manufacturer Warehouse Alpha,163.8
SKU-1414,Distributor Depot Beta,73.8
SKU-1415,Manufacturer Warehouse Alpha,98.1
SKU-1415,Distributor Depot Beta,91.5
SKU-1416,Manufacturer Warehouse Alpha,129.8
SKU-1416,Distributor Depot Beta,21.8
SKU-1417,Manufacturer Warehouse Alpha,90.9
SKU-1417,Distributor Depot Beta,90.9
SKU-1418,Manufacturer Warehouse Alpha,52.3
SKU-1418,Distributor Depot Beta,57.9
SKU-1419,Manufacturer Warehouse Alpha,65.4
SKU-1419,Distributor Depot Beta,47.8
SKU-1420,Manufacturer Warehouse Alpha,97.8
SKU-1420,Distributor Depot Beta,117.7
SKU-1421,Manufacturer Warehouse Alpha,170.6
SKU-1421,Distributor Depot Beta,42.8
SKU-1422,Manufacturer Warehouse Alpha,60.7
SKU-1422,Distributor Depot Beta,73.8
SKU-1423,Manufacturer Warehouse Alpha,131.1
SKU-1423,Distributor Depot Beta,85.2
SKU-1424,Manufacturer Warehouse Alpha,120.6
SKU-1424,Distributor Depot Beta,33.4
SKU-1425,Manufacturer Warehouse Alpha,107.5
SKU-1425,Distributor Depot Beta,97.1
SKU-1426,Manufacturer Warehouse Alpha,76.8
SKU-1426,Distributor Depot Beta,73.8
SKU-1427,Manufacturer Warehouse Alpha,144.4
SKU-1427,Distributor Depot Beta,64.6
SKU-1428,Manufacturer Warehouse Alpha,142.4
SKU-1428,Distributor Depot Beta,13.3
SKU-1429,Manufacturer Warehouse Alpha,79.7
SKU-1429,Distributor Depot Beta,69.8
SKU-1430,Manufacturer Warehouse Alpha,61.8
SKU-1430,Distributor Depot Beta,19.2
SKU-1431,Manufacturer Warehouse Alpha,63.9
SKU-1431,Distributor Depot Beta,53.5
SKU-1432,Manufacturer Warehouse Alpha,118.3
SKU-1432,Distributor Depot Beta,61.9
SKU-1433,Manufacturer Warehouse Alpha,165.0
SKU-1433,Distributor Depot Beta,10.8
SKU-1434,Manufacturer Warehouse Alpha,83.6
SKU-1434,Distributor Depot Beta,43.4
SKU-1435,Manufacturer Warehouse Alpha,104.5
SKU-1435,Distributor Depot Beta,108.0
SKU-1436,Manufacturer Warehouse Alpha,149.8
SKU-1436,Distributor Depot Beta,16.3
SKU-1437,Manufacturer Warehouse Alpha,54.5
SKU-1437,Distributor Depot Beta,7.8
SKU-1438,Manufacturer Warehouse Alpha,121.8
SKU-1438,Distributor Depot Beta,91.3
SKU-1439,Manufacturer Warehouse Alpha,102.3
SKU-1439,Distributor Depot Beta,37.1
SKU-1440,Manufacturer Warehouse Alpha,65.4
SKU-1440,Distributor Depot Beta,69.2
SKU-1441,Manufacturer Warehouse Alpha,98.9
SKU-1441,Distributor Depot Beta,34.4
SKU-1442,Manufacturer Warehouse Alpha,95.3
SKU-1442,Distributor Depot Beta,15.0
SKU-1443,Manufacturer Warehouse Alpha,112.0
SKU-1443,Distributor Depot Beta,42.7
SKU-1444,Manufacturer Warehouse Alpha,73.9
SKU-1444,Distributor Depot Beta,14.6
SKU-1445,Manufacturer Warehouse Alpha,101.1
SKU-1445,Distributor Depot Beta,59.4
SKU-1446,Manufacturer Warehouse Alpha,167.6
SKU-1446,Distributor Depot Beta,19.2
SKU-1447,Manufacturer Warehouse Alpha,101.3
SKU-1447,Distributor Depot Beta,42.3
SKU-1448,Manufacturer Warehouse Alpha,149.4
SKU-1448,Distributor Depot Beta,109.6
SKU-1449,Manufacturer Warehouse Alpha,156.8
SKU-1449,Distributor Depot Beta,7.9
SKU-1450,Manufacturer Warehouse Alpha,139.4
SKU-1450,Distributor Depot Beta,18.9
SKU-1451,Manufacturer Warehouse Alpha,173.3
SKU-1451,Distributor Depot Beta,92.3
SKU-1452,Manufacturer Warehouse Alpha,110.9
SKU-1452,Distributor Depot Beta,36.2
SKU-1453,Manufacturer Warehouse Alpha,172.1
SKU-1453,Distributor Depot Beta,13.2
SKU-1454,Manufacturer Warehouse Alpha,146.7
SKU-1454,Distributor Depot Beta,83.6
SKU-1455,Manufacturer Warehouse Alpha,172.6
SKU-1455,Distributor Depot Beta,74.4
SKU-1456,Manufacturer Warehouse Alpha,145.4
SKU-1456,Distributor Depot Beta,110.3
SKU-1457,Manufacturer Warehouse Alpha,149.1
SKU-1457,Distributor Depot Beta,18.3
SKU-1458,Manufacturer Warehouse Alpha,108.5
SKU-1458,Distributor Depot Beta,52.5
SKU-1459,Manufacturer Warehouse Alpha,80.8
SKU-1459,Distributor Depot Beta,12.5
SKU-1460,Manufacturer Warehouse Alpha,169.2
SKU-1460,Distributor Depot Beta,45.6
SKU-1461,Manufacturer Warehouse Alpha,191.5
SKU-1461,Distributor Depot Beta,22.9
SKU-1462,Manufacturer Warehouse Alpha,187.3
SKU-1462,Distributor Depot Beta,103.3
SKU-1463,Manufacturer Warehouse Alpha,141.7
SKU-1463,Distributor Depot Beta,50.4
SKU-1464,Manufacturer Warehouse Alpha,69.1
SKU-1464,Distributor Depot Beta,6.6
SKU-1465,Manufacturer Warehouse Alpha,185.2
SKU-1465,Distributor Depot Beta,80.0
SKU-1466,Manufacturer Warehouse Alpha,134.0
SKU-1466,Distributor Depot Beta,7.7
SKU-1467,Manufacturer Warehouse Alpha,92.3
SKU-1467,Distributor Depot Beta,89.4
SKU-1468,Manufacturer Warehouse Alpha,155.3
SKU-1468,Distributor Depot Beta,20.6
SKU-1469,Manufacturer Warehouse Alpha,156.8
SKU-1469,Distributor Depot Beta,14.5
SKU-1470,Manufacturer Warehouse Alpha,131.8
SKU-1470,Distributor Depot Beta,39.3
SKU-1471,Manufacturer Warehouse Alpha,70.9
SKU-1471,Distributor Depot Beta,49.5
SKU-1472,Manufacturer Warehouse Alpha,188.7
SKU-1472,Distributor Depot Beta,8.9
SKU-1473,Manufacturer Warehouse Alpha,199.6
SKU-1473,Distributor Depot Beta,37.0
SKU-1474,Manufacturer Warehouse Alpha,51.7
SKU-1474,Distributor Depot Beta,31.8
SKU-1475,Manufacturer Warehouse Alpha,158.2
SKU-1475,Distributor Depot Beta,21.4
SKU-1476,Manufacturer Warehouse Alpha,196.2
SKU-1476,Distributor Depot Beta,83.4
SKU-1477,Manufacturer Warehouse Alpha,146.3
SKU-1477,Distributor Depot Beta,26.5
SKU-1478,Manufacturer Warehouse Alpha,184.0
SKU-1478,Distributor Depot Beta,60.0
SKU-1479,Manufacturer Warehouse Alpha,113.9
SKU-1479,Distributor Depot Beta,98.2
SKU-1480,Manufacturer Warehouse Alpha,113.6
SKU-1480,Distributor Depot Beta,14.6
SKU-1481,Manufacturer Warehouse Alpha,83.9
SKU-1481,Distributor Depot Beta,20.1
SKU-1482,Manufacturer Warehouse Alpha,136.7
SKU-1482,Distributor Depot Beta,42.4
SKU-1483,Manufacturer Warehouse Alpha,125.3
SKU-1483,Distributor Depot Beta,28.2
SKU-1484,Manufacturer Warehouse Alpha,136.5
SKU-1484,Distributor Depot Beta,119.1
SKU-1485,Manufacturer Warehouse Alpha,135.2
SKU-1485,Distributor Depot Beta,48.7
SKU-1486,Manufacturer Warehouse Alpha,137.0
SKU-1486,Distributor Depot Beta,34.8
SKU-1487,Manufacturer Warehouse Alpha,159.5
SKU-1487,Distributor Depot Beta,78.2
SKU-1488,Manufacturer Warehouse Alpha,197.6
SKU-1488,Distributor Depot Beta,16.6
SKU-1489,Manufacturer Warehouse Alpha,61.7
SKU-1489,Distributor Depot Beta,35.2
SKU-1490,Manufacturer Warehouse Alpha,120.9
SKU-1490,Distributor Depot Beta,62.9
SKU-1491,Manufacturer Warehouse Alpha,150.3
SKU-1491,Distributor Depot Beta,61.4
SKU-1492,Manufacturer Warehouse Alpha,169.7
SKU-1492,Distributor Depot Beta,20.3
SKU-1493,Manufacturer Warehouse Alpha,185.5
SKU-1493,Distributor Depot Beta,68.4
SKU-1494,Manufacturer Warehouse Alpha,120.3
SKU-1494,Distributor Depot Beta,74.5
SKU-1495,Manufacturer Warehouse Alpha,136.1
SKU-1495,Distributor Depot Beta,15.5
SKU-1496,Manufacturer Warehouse Alpha,194.1
SKU-1496,Distributor Depot Beta,12.2
SKU-1497,Manufacturer Warehouse Alpha,55.3
SKU-1497,Distributor Depot Beta,67.0
SKU-1498,Manufacturer Warehouse Alpha,159.0
SKU-1498,Distributor Depot Beta,43.5
SKU-1499,Manufacturer Warehouse Alpha,144.4
SKU-1499,Distributor Depot Beta,39.1
SKU-1500,Manufacturer Warehouse Alpha,57.7
SKU-1500,Distributor Depot Beta,25.2
SKU-1501,Manufacturer Warehouse Alpha,143.6
SKU-1501,Distributor Depot Beta,17.1
SKU-1502,Manufacturer Warehouse Alpha,69.0
SKU-1502,Distributor Depot Beta,114.1
SKU-1503,Manufacturer Warehouse Alpha,91.7
SKU-1503,Distributor Depot Beta,104.6
SKU-1504,Manufacturer Warehouse Alpha,91.3
SKU-1504,Distributor Depot Beta,5.4
SKU-1505,Manufacturer Warehouse Alpha,66.7
SKU-1505,Distributor Depot Beta,116.4
SKU-1506,Manufacturer Warehouse Alpha,160.8
SKU-1506,Distributor Depot Beta,52.4
SKU-1507,Manufacturer Warehouse Alpha,171.2
SKU-1507,Distributor Depot Beta,24.6
SKU-1508,Manufacturer Warehouse Alpha,85.4
SKU-1508,Distributor Depot Beta,112.0
SKU-1509,Manufacturer Warehouse Alpha,179.3
SKU-1509,Distributor Depot Beta,29.6
SKU-1510,Manufacturer Warehouse Alpha,195.1
SKU-1510,Distributor Depot Beta,75.8
SKU-1511,Manufacturer Warehouse Alpha,73.1
SKU-1511,Distributor Depot Beta,23.8
SKU-1512,Manufacturer Warehouse Alpha,111.9
SKU-1512,Distributor Depot Beta,10.9
SKU-1513,Manufacturer Warehouse Alpha,116.0
SKU-1513,Distributor Depot Beta,39.0
SKU-1514,Manufacturer Warehouse Alpha,136.7
SKU-1514,Distributor Depot Beta,6.4
SKU-1515,Manufacturer Warehouse Alpha,89.7
SKU-1515,Distributor Depot Beta,82.1
SKU-1516,Manufacturer Warehouse Alpha,119.6
SKU-1516,Distributor Depot Beta,12.5
SKU-1517,Manufacturer Warehouse Alpha,161.9
SKU-1517,Distributor Depot Beta,42.2
SKU-1518,Manufacturer Warehouse Alpha,152.5
SKU-1518,Distributor Depot Beta,16.9
SKU-1519,Manufacturer Warehouse Alpha,71.8
SKU-1519,Distributor Depot Beta,5.3
SKU-1520,Manufacturer Warehouse Alpha,189.1
SKU-1520,Distributor Depot Beta,14.6
SKU-1521,Manufacturer Warehouse Alpha,97.4
SKU-1521,Distributor Depot Beta,63.8
SKU-1522,Manufacturer Warehouse Alpha,56.2
SKU-1522,Distributor Depot Beta,61.6
SKU-1523,Manufacturer Warehouse Alpha,193.4
SKU-1523,Distributor Depot Beta,20.3
SKU-1524,Manufacturer Warehouse Alpha,147.8
SKU-1524,Distributor Depot Beta,13.4
SKU-1525,Manufacturer Warehouse Alpha,90.1
SKU-1525,Distributor Depot Beta,90.2
SKU-1526,Manufacturer Warehouse Alpha,137.6
SKU-1526,Distributor Depot Beta,24.3
SKU-1527,Manufacturer Warehouse Alpha,162.4
SKU-1527,Distributor Depot Beta,63.3
SKU-1528,Manufacturer Warehouse Alpha,165.6
SKU-1528,Distributor Depot Beta,47.2
SKU-1529,Manufacturer Warehouse Alpha,153.5
SKU-1529,Distributor Depot Beta,92.5
SKU-1530,Manufacturer Warehouse Alpha,51.6
SKU-1530,Distributor Depot Beta,113.3
SKU-1531,Manufacturer Warehouse Alpha,51.8
SKU-1531,Distributor Depot Beta,101.0
SKU-1532,Manufacturer Warehouse Alpha,152.8
SKU-1532,Distributor Depot Beta,10.5
SKU-1533,Manufacturer Warehouse Alpha,92.5
SKU-1533,Distributor Depot Beta,81.4
SKU-1534,Manufacturer Warehouse Alpha,142.9
SKU-1534,Distributor Depot Beta,117.5
SKU-1535,Manufacturer Warehouse Alpha,148.5
SKU-1535,Distributor Depot Beta,118.0
SKU-1536,Manufacturer Warehouse Alpha,145.7
SKU-1536,Distributor Depot Beta,77.0
SKU-1537,Manufacturer Warehouse Alpha,63.0
SKU-1537,Distributor Depot Beta,37.2
SKU-1538,Manufacturer Warehouse Alpha,148.5
SKU-1538,Distributor Depot Beta,58.2
SKU-1539,Manufacturer Warehouse Alpha,195.1
SKU-1539,Distributor Depot Beta,107.8
SKU-1540,Manufacturer Warehouse Alpha,88.0
SKU-1540,Distributor Depot Beta,21.5
SKU-1541,Manufacturer Warehouse Alpha,61.4
SKU-1541,Distributor Depot Beta,28.1
SKU-1542,Manufacturer Warehouse Alpha,91.5
SKU-1542,Distributor Depot Beta,22.3
SKU-1543,Manufacturer Warehouse Alpha,150.1
SKU-1543,Distributor Depot Beta,11.4
SKU-1544,Manufacturer Warehouse Alpha,167.1
SKU-1544,Distributor Depot Beta,24.4
SKU-1545,Manufacturer Warehouse Alpha,107.4
SKU-1545,Distributor Depot Beta,29.9
SKU-1546,Manufacturer Warehouse Alpha,88.7
SKU-1546,Distributor Depot Beta,9.4
SKU-1547,Manufacturer Warehouse Alpha,60.4
SKU-1547,Distributor Depot Beta,104.4
SKU-1548,Manufacturer Warehouse Alpha,76.8
SKU-1548,Distributor Depot Beta,7.7
SKU-1549,Manufacturer Warehouse Alpha,131.1
SKU-1549,Distributor Depot Beta,10.5
SKU-1550,Manufacturer Warehouse Alpha,146.5
SKU-1550,Distributor Depot Beta,22.9
SKU-1551,Manufacturer Warehouse Alpha,65.5
SKU-1551,Distributor Depot Beta,82.8
SKU-1552,Manufacturer Warehouse Alpha,159.1
SKU-1552,Distributor Depot Beta,5.5
SKU-1553,Manufacturer Warehouse Alpha,124.7
SKU-1553,Distributor Depot Beta,61.7
SKU-1554,Manufacturer Warehouse Alpha,189.9
SKU-1554,Distributor Depot Beta,49.7
SKU-1555,Manufacturer Warehouse Alpha,72.7
SKU-1555,Distributor Depot Beta,27.6
SKU-1556,Manufacturer Warehouse Alpha,136.2
SKU-1556,Distributor Depot Beta,65.0
SKU-1557,Manufacturer Warehouse Alpha,165.6
SKU-1557,Distributor Depot Beta,15.9
SKU-1558,Manufacturer Warehouse Alpha,176.6
SKU-1558,Distributor Depot Beta,101.6
SKU-1559,Manufacturer Warehouse Alpha,50.5
SKU-1559,Distributor Depot Beta,70.3
SKU-1560,Manufacturer Warehouse Alpha,122.3
SKU-1560,Distributor Depot Beta,56.7
SKU-1561,Manufacturer Warehouse Alpha,198.7
SKU-1561,Distributor Depot Beta,22.0
SKU-1562,Manufacturer Warehouse Alpha,110.1
SKU-1562,Distributor Depot Beta,78.9
SKU-1563,Manufacturer Warehouse Alpha,147.1
SKU-1563,Distributor Depot Beta,18.4
SKU-1564,Manufacturer Warehouse Alpha,194.1
SKU-1564,Distributor Depot Beta,113.6
SKU-1565,Manufacturer Warehouse Alpha,164.1
SKU-1565,Distributor Depot Beta,21.2
SKU-1566,Manufacturer Warehouse Alpha,76.5
SKU-1566,Distributor Depot Beta,118.7
SKU-1567,Manufacturer Warehouse Alpha,149.1
SKU-1567,Distributor Depot Beta,22.4
SKU-1568,Manufacturer Warehouse Alpha,184.5
SKU-1568,Distributor Depot Beta,64.1
SKU-1569,Manufacturer Warehouse Alpha,123.0
